Provincia;Distrito;PostoAdministrativo;Localidade
Niassa;Muembe;Chiconomo;Ligogolo
Niassa;N'Gauma;Massangulo;Massangulo
Niassa;N'Gauma;Massangulo;N'Gaúma
Niassa;N'Gauma;Itepela;Itepela
Niassa;Metarica;Metarica;Namicunde
Niassa;Metarica;Metarica;Metarica sede
Niassa;Metarica;Nacumua;Munemela
Niassa;Metarica;Nacumua;Nacumua sede
Niassa;Nipepe;Nipepe;Nipepe sede
Niassa;Nipepe;Nipepe;Mutumar
Niassa;Nipepe;Nipepe;Tamica
Niassa;Nipepe;Muipite;Cheia - Muipite
Niassa;Nipepe;Muipite;Muluco
Sofala;Cidade da Beira;Urbano nº 1;Urbano 1
Sofala;Cidade da Beira;Urbano nº 2;Urbano 2
Sofala;Cidade da Beira;Urbano nº 3;Urbano 3
Sofala;Cidade da Beira;Urbano nº 4;Urbano 4
Sofala;Cidade da Beira;Urbano nº 5 - Posto Central;Urbano 5 - Posto Central
Sofala;Cidade da Beira;Urbano nº 6;Urbano 6
Sofala;Búzi;Búzi;Vila do Búzi
Sofala;Búzi;Búzi;Búzi sede
Sofala;Búzi;Búzi;Bandua
Sofala;Búzi;Búzi;Grudja
Sofala;Búzi;Sofala (Nova Sofala?);Sofala sede
Sofala;Búzi;Sofala (Nova Sofala?);Ampara
Sofala;Búzi;Estaquinha;Chissinguana
Sofala;Búzi;Estaquinha;Estaquinha sede
Sofala;Caia;Caia sede;Vila de Caia
Sofala;Caia;Caia sede;Caia sede
Sofala;Caia;Murraça;Murraça sede
Sofala;Caia;Murraça;Sena
Sofala;Caia;Murraça;Licoma
Sofala;Chemba;Chemba;Régulo Calamo
Sofala;Chemba;Chemba;Régulo Chaves
Sofala;Chemba;Chemba;Vila de Chemba
Sofala;Chemba;Chemba;Regulado N'Susso
Sofala;Chemba;Chiramba;Regulado Catulene
Sofala;Chemba;Chiramba;Regulado Chimbwe
Sofala;Chemba;Chiramba;Regulado Sanhabuzi
Sofala;Chemba;Chiramba;Régulo Ndango
Sofala;Chemba;Mulima;Régulo Cado
Sofala;Chemba;Mulima;Régulo Nharrungu
Sofala;Chemba;Mulima;Régulo Mulima
Sofala;Chemba;Mulima;Régulo Susooto
Sofala;Cheringoma;Inhaminga;Inhaminga sede
Sofala;Cheringoma;Inhaminga;Vila de Inhaminga
Sofala;Cheringoma;Inhamitanga;Inhamitanga sede
Sofala;Muanza;Muanza Sede;Muanza sede
Sofala;Muanza;Galinha;Galinha sede
Sofala;Chibabava;Chibabava;Chibabava sede
Sofala;Chibabava;Muxungué;Panja
Sofala;Chibabava;Muxungué;Barira
Sofala;Chibabava;Muxungué;Hode
Sofala;Chibabava;Muxungué;Muxungue sede
Sofala;Chibabava;Muxungué;Mucheve
Sofala;Chibabava;Gonda;Ironga
Sofala;Chibabava;Gonda;Gonda sede
Sofala;Machanga;Machanga;Machanga sede
Sofala;Machanga;Divinhe;Cherinda
Sofala;Machanga;Divinhe;Chiloane
Sofala;Machanga;Divinhe;Maropanhe
Sofala;Machanga;Divinhe;Mutambanhe
Sofala;Machanga;Divinhe;Inharingue
Sofala;Dondo;Dondo (Cidade do Dondo?);Savana
Sofala;Dondo;Dondo (Cidade do Dondo?);Dondo sede
Sofala;Dondo;Mafambisse;Mafambisse sede
Sofala;Dondo;Mafambisse;Mutua
Sofala;Nhamatanda;Nhamatanda;Chibuto
Sofala;Nhamatanda;Nhamatanda;Mauche
Sofala;Nhamatanda;Nhamatanda;Mecuzi
Sofala;Nhamatanda;Nhamatanda;Puaz
Sofala;Nhamatanda;Nhamatanda;Vila de Nhamatanda
Sofala;Nhamatanda;Nhamatanda;Nhamantanda sede
Sofala;Nhamatanda;Tica;Nhamfimbe
Sofala;Nhamatanda;Tica;Machanjule
Sofala;Nhamatanda;Tica;Momba
Sofala;Nhamatanda;Tica;Mapanda
Sofala;Nhamatanda;Tica;Macopa
Sofala;Nhamatanda;Tica;Santo
Sofala;Nhamatanda;Tica;Nhampoca
Sofala;Gorongosa;Gorongosa Sede;Regulado Pungue
Sofala;Gorongosa;Gorongosa Sede;Tambarara
Sofala;Gorongosa;Gorongosa Sede;Vila da Gorongosa
Sofala;Gorongosa;Nhamadze;Regulado Sacundzi
Sofala;Gorongosa;Nhamadze;Regulado Canda
Sofala;Gorongosa;Vanduzi;Vanduzi sede
Sofala;Maríngue;Maríngue;Régulo Samatere sede
Sofala;Maríngue;Maríngue;Régulo Macoco
Sofala;Maríngue;Maríngue;Régulo Sapala
Sofala;Maríngue;Maríngue;Régulo Madja Gumbalacai
Sofala;Maríngue;Maríngue;Régulo Nhachire
Sofala;Maríngue;Maríngue;Régulo Madja
Sofala;Maríngue;Canxixe;Régulo Canxixe
Sofala;Maríngue;Canxixe;Régulo Nsicuo
Sofala;Maríngue;Canxixe;Senga-Senga
Sofala;Maríngue;Canxixe;Régulo Palama
Sofala;Maríngue;Subui (Súbuè?);Régulo Nhamacolome
Sofala;Maríngue;Subui (Súbuè?);Régulo Maneto
Sofala;Marromeu;Marromeu;Vila de Marromeu
Sofala;Marromeu;Marromeu;Marromeu sede
Sofala;Marromeu;Chupanga;Maling
Sofala;Marromeu;Chupanga;Chupanga sede
Tete;Angónia;Ulongué;Chimwala
Tete;Angónia;Ulongué;Mawonekera
Tete;Angónia;Ulongué;Namigonha
Tete;Angónia;Ulongué;Kalomwe
Tete;Angónia;Ulongué;Vila de Ulongoe
Tete;Angónia;Ulongué;Mangane
Tete;Angónia;Ulongué;Dzunga
Tete;Angónia;Dómué;Ndaula
Tete;Angónia;Dómué;Camphessa
Tete;Angónia;Dómué;Dómué sede
Tete;Angónia;Dómué;Catondo
Tete;Angónia;Dómué;Chifumbe
Tete;Angónia;Dómué;Khombe
Tete;Angónia;Dómué;Mpandula
Tete;Angónia;Dómué;N'Khame
Tete;Angónia;Dómué;Seze
Tete;Angónia;Dómué;Bonga
Tete;Angónia;Dómué;Liranga
Tete;Cahora Bassa;Songo;Vila do Songo
Tete;Cahora Bassa;Songo;Dzunsa
Tete;Cahora Bassa;Songo;Songo sede
Tete;Cahora Bassa;Chitima;Chibagadigo
Tete;Cahora Bassa;Chitima;Chicoa Nova
Tete;Cahora Bassa;Chitima;Nhabando
Tete;Cahora Bassa;Chitima;Nhacapirere
Tete;Cahora Bassa;Chitima;Chitima sede
Tete;Cahora Bassa;Chitholo (Chintholo?);Chitholo sede
Tete;Cahora Bassa;Chitholo (Chintholo?);Mulinje
Tete;Chiúta;Manje;N'Figo
Tete;Chiúta;Manje;Manje sede
Tete;Chiúta;Manje;Lumadzi
Tete;Chiúta;Manje;Caunda
Tete;Chiúta;Kazula;Matenje
Tete;Chiúta;Kazula;Kazula sede
Tete;Chiúta;Kazula;Muchena
Tete;Chiúta;Kazula;Chipiri
Tete;Macanga;Furancungo;Kassumpe
Tete;Macanga;Furancungo;Furancungo sede
Tete;Macanga;Furancungo;Gandale
Tete;Macanga;Furancungo;Nhamadende
Tete;Macanga;Chidzolomondo;Chidzolomondo sede
Tete;Macanga;Chidzolomondo;Campala / Chidzolomondo
Tete;Macanga;Chidzolomondo;Bawe
Tete;Marávia;Fíngoé;Fíngoé sede
Tete;Marávia;Fíngoé;Nhenda
Tete;Marávia;Fíngoé;Mazeze
Tete;Marávia;Molowera (Malowera?);Nhacanha
Tete;Marávia;Molowera (Malowera?);Cassuende
Tete;Marávia;Molowera (Malowera?);Molowera sede
Tete;Marávia;Chipera;Chissete
Tete;Marávia;Chipera;Chipera sede
Tete;Marávia;Chipera;Chiringa
Tete;Marávia;Chipera;Ntayansupa
Tete;Marávia;Chiputo;Chipungo
Tete;Marávia;Chiputo;Chizane
Tete;Marávia;Chiputo;Chiputo sede
Tete;Moatize;Moatize;N'Panzu
Tete;Moatize;Moatize;Vila de Moatize
Tete;Moatize;Moatize;Moatize sede
Tete;Moatize;Moatize;Benga
Tete;Moatize;Moatize;Msungo
Tete;Moatize;Zóbué;Capiridzanje
Tete;Moatize;Zóbué;Nkodeze
Tete;Moatize;Zóbué;Zóbué sede
Tete;Moatize;Kambulatsitsi;Mecungas
Tete;Moatize;Kambulatsitsi;Kambulatsitsi sede
Tete;Mágoé;Mapheende (Mphende);Mapheende sede
Tete;Mágoé;Mapheende (Mphende);Dafue
Tete;Mágoé;Mukumbura;Mukumbura sede
Tete;Mágoé;Chinthopo;Chinthopo sede
Tete;Mágoé;Chinthopo;Chitete
Tete;Mágoé;Chinthopo;Mussenguezi
Tete;Mutarara;Nhamayabue;Vila de Nhamayabue
Tete;Mutarara;Nhamayabue;Singal
Tete;Mutarara;Nhamayabue;Nhamayabue sede
Tete;Mutarara;Inhangoma;Jardim (Kanumua)
Tete;Mutarara;Inhangoma;Canhungue
Tete;Mutarara;Inhangoma;Inhangoma sede
Tete;Mutarara;Charre;Vila Nova da Fronteira
Tete;Mutarara;Charre;Chare sede
Tete;Mutarara;Doa;Doa sede
Tete;Cidade de Tete;Cidade de Tete;Sede
Tete;Zumbo;Zumbo;Mukangadzi
Tete;Zumbo;Zumbo;Mirula
Tete;Zumbo;Zumbo;Zumbo sede
Tete;Zumbo;Muze;Muze sede
Tete;Zumbo;Muze;Mazamba
Tete;Zumbo;Muze;Minga
Tete;Zumbo;Zambue;Zambue sede
Tete;Zumbo;Zambue;Chaualo
Tete;Zumbo;Zambue;Kesenga
Tete;Changara;Luenha;Dzunga
Tete;Changara;Luenha;Nhautenga
Tete;Changara;Luenha;Luenha sede
Tete;Changara;Chioco;Mazue
Tete;Changara;Chioco;Chipembere
Tete;Changara;Chioco;N'Chenga
Tete;Changara;Mavara (Marara?);Mufa - Conde
Tete;Changara;Mavara (Marara?);Cachembe
Tete;Changara;Mavara (Marara?);Baruma
Tete;Tsangano;Tsangamo;Tsangano sede
Tete;Tsangano;Tsangamo;Chiandame
Tete;Tsangano;Tsangamo;Chivano
Tete;Tsangano;Tsangamo;Maconje
Tete;Tsangano;Ntengo-Wa-Mbalame;Ntengo-Wambalane sede
Tete;Tsangano;Ntengo-Wa-Mbalame;Banga
Tete;Chifunde;Chifunde;Tsacale
Tete;Chifunde;Chifunde;Chifunde sede
Tete;Chifunde;Chifunde;Camwenge
Tete;Chifunde;N'Sadzo;N'Sadzo sede
Tete;Chifunde;N'Sadzo;Angombe
Tete;Chifunde;Mualadze;Mualadzi sede
Tete;Chifunde;Mualadze;Bolimo
Zambézia;Alto Molócué;Sede (Alto Molócue);Calaia
Zambézia;Alto Molócué;Sede (Alto Molócue);Nivava
Zambézia;Alto Molócué;Sede (Alto Molócue);Nimala
Zambézia;Alto Molócué;Sede (Alto Molócue);Nacuacua
Zambézia;Alto Molócué;Sede (Alto Molócue);Mutala
Zambézia;Alto Molócué;Sede (Alto Molócue);Chapala
Zambézia;Alto Molócué;Sede (Alto Molócue);Malua
Zambézia;Alto Molócué;Sede (Alto Molócue);Vila de Alto Molocue
Zambézia;Alto Molócué;Sede (Alto Molócue);Novanana
Zambézia;Alto Molócué;Sede (Alto Molócue);Ecole
Zambézia;Alto Molócué;Nauela;Mahiua
Zambézia;Alto Molócué;Nauela;Nauela sede
Zambézia;Chinde;Chinde sede;Macuandia
Zambézia;Chinde;Chinde sede;Pambane
Zambézia;Chinde;Chinde sede;Vila de Chinde
Zambézia;Chinde;Chinde sede;Matilde
Zambézia;Chinde;Micaune;Mecaune sede
Zambézia;Chinde;Micaune;Nhamatamanga
Zambézia;Chinde;Micaune;Mitange
Zambézia;Chinde;Micaune;Magaza
Zambézia;Chinde;Micaune;Arijuane
Zambézia;Chinde;Luabo;Samora Machel
Zambézia;Chinde;Luabo;Vila de Luabo
Zambézia;Chinde;Luabo;Luabo sede
Zambézia;Chinde;Luabo;Mangige
Zambézia;Chinde;Luabo;Nzama
Zambézia;Chinde;Luabo;Rovuma
Zambézia;Chinde;Luabo;25 de Setembro
Zambézia;Gilé;Gilé;Uape
Zambézia;Gilé;Gilé;Gilé sede
Zambézia;Gilé;Gilé;Kaiane
Zambézia;Gilé;Gilé;Manhope
Zambézia;Gilé;Gilé;Moneia
Zambézia;Gilé;Gilé;Nacheche
Zambézia;Gilé;Gilé;Mamala
Zambézia;Gilé;Alto Ligonha;Alto Ligonha sede
Zambézia;Gilé;Alto Ligonha;Inxotcha
Zambézia;Gilé;Alto Ligonha;Mibali
Zambézia;Gilé;Alto Ligonha;Muiane
Zambézia;Gilé;Alto Ligonha;Namihali
Zambézia;Gilé;Alto Ligonha;Nimirreco
Zambézia;Gilé;Alto Ligonha;Pury
Zambézia;Gurué;Cidade do Gurué;Cidade do Gurué
Zambézia;Gurué;Gurué;Gurué sede
Zambézia;Gurué;Gurué;Vehica
Zambézia;Gurué;Gurué;Mucumia
Zambézia;Gurué;Gurué;Murrimo
Zambézia;Gurué;Gurué;Muximua
Zambézia;Gurué;Gurué;Muaquia
Zambézia;Gurué;Lioma;Tetete
Zambézia;Gurué;Lioma;Lioma sede
Zambézia;Gurué;Lioma;Magige
Zambézia;Gurué;Lioma;Nintulo
Zambézia;Gurué;Lioma;Mualijane
Zambézia;Gurué;Nepuagiua (Mepuagiua?);Mugaveia
Zambézia;Gurué;Nepuagiua (Mepuagiua?);Nepuagiua sede
Zambézia;Gurué;Nepuagiua (Mepuagiua?);Incize
Zambézia;Gurué;Nepuagiua (Mepuagiua?);Nicoropale
Zambézia;Gurué;Nepuagiua (Mepuagiua?);Nipive
Zambézia;Ile;Ile;Nampexo
Zambézia;Ile;Ile;Palane / Verriua
Zambézia;Ile;Ile;Nipiode
Zambézia;Ile;Ile;Mungulama / Hatxe
Zambézia;Ile;Ile;Ile sede
Zambézia;Ile;Ile;Namanda
Zambézia;Ile;Mulevala (Namigonha?);Mucata
Zambézia;Ile;Mulevala (Namigonha?);Namigonha
Zambézia;Ile;Mulevala (Namigonha?);Tebo
Zambézia;Ile;Mulevala (Namigonha?);Micalane
Zambézia;Ile;Mulevala (Namigonha?);Chiraco
Zambézia;Ile;Mulevala (Namigonha?);Ruge
Zambézia;Ile;Socone;Socone sede
Zambézia;Ile;Socone;Curruane (Macopola)
Zambézia;Lugela;Lugela;Nagobo
Zambézia;Lugela;Lugela;Phutine
Zambézia;Lugela;Lugela;Mussengane
Zambézia;Lugela;Lugela;Lugela sede
Zambézia;Lugela;Lugela;Vila de Lugela
Zambézia;Lugela;Lugela;Taba
Zambézia;Lugela;Muabanama;M'Pemula
Zambézia;Lugela;Muabanama;Comone
Zambézia;Lugela;Muabanama;Muabanama sede
Zambézia;Lugela;Manhamade (Munhamade?);Manhamade sede
Zambézia;Lugela;Manhamade (Munhamade?);Tenede
Zambézia;Lugela;Manhamade (Munhamade?);Alto Lugela
Zambézia;Lugela;Manhamade (Munhamade?);Cuba
Zambézia;Lugela;Manhamade (Munhamade?);Mulide
Zambézia;Lugela;Tacuane;Ebide
Zambézia;Lugela;Tacuane;Tacuane sede
Zambézia;Lugela;Tacuane;Mabu
Zambézia;Maganja da Costa;Maganja da Costa;Cariua
Zambézia;Maganja da Costa;Maganja da Costa;Vila de Maganja (Bala) sede
Zambézia;Maganja da Costa;Maganja da Costa;Maganja sede
Zambézia;Maganja da Costa;Maganja da Costa;Caburi
Zambézia;Maganja da Costa;Nante (Baixo Licungo?);Alto Mutola
Zambézia;Maganja da Costa;Nante (Baixo Licungo?);Moneia Malugune
Zambézia;Maganja da Costa;Nante (Baixo Licungo?);Normiua
Zambézia;Maganja da Costa;Nante (Baixo Licungo?);Muoloa
Zambézia;Maganja da Costa;Nante (Baixo Licungo?);Nante sede
Zambézia;Maganja da Costa;Bojone (Bajone?);Nacuida
Zambézia;Maganja da Costa;Bojone (Bajone?);Missal
Zambézia;Maganja da Costa;Bojone (Bajone?);Naico Mussipa
Zambézia;Maganja da Costa;Mocubela;Muzo
Zambézia;Maganja da Costa;Mocubela;Nameia
Zambézia;Maganja da Costa;Mocubela;Mocubela sede
Zambézia;Milange;Milange;Chitambo
Zambézia;Milange;Milange;Liciro
Zambézia;Milange;Milange;Tengua
Zambézia;Milange;Milange;Vulalo
Zambézia;Milange;Milange;Vila de Milange
Zambézia;Milange;Milange;Milange sede
Zambézia;Milange;Molumbo;Corrumana
Zambézia;Milange;Molumbo;Molumbo sede
Zambézia;Milange;Molumbo;Dualo - Nangoma
Zambézia;Milange;Molumbo;Capitão Mov - Muhalo
Zambézia;Milange;Majaua;Dachidua
Zambézia;Milange;Majaua;Majaua sede
Zambézia;Milange;Majaua;Zalimba
Zambézia;Milange;Mongue;Mongue sede
Zambézia;Milange;Mongue;Dolunha
Zambézia;Milange;Mongue;Sabelua
Zambézia;Mocuba;Cidade de Mocuba;Cidade de Mocuba
Zambézia;Mocuba;Cidade de Mocuba;Munhimba / Nhal
Zambézia;Mocuba;Mugeba;Mugeba sede
Zambézia;Mocuba;Mugeba;Maguia
Zambézia;Mocuba;Namanjavira;Namajavira sede
Zambézia;Mocuba;Namanjavira;Alto Benfica
Zambézia;Mopeia;Mopeia;N'Zanza
Zambézia;Mopeia;Mopeia;Rovuma
Zambézia;Mopeia;Mopeia;Chimuara
Zambézia;Mopeia;Mopeia;Mopeia sede
Zambézia;Mopeia;Campo;Catale
Zambézia;Mopeia;Campo;Campo sede
Zambézia;Mopeia;Campo;Lua-Lua
Zambézia;Mopeia;Campo;Mungane
Zambézia;Morrumbala;Morrumbala;Sabe
Zambézia;Morrumbala;Morrumbala;Mepinha
Zambézia;Morrumbala;Morrumbala;Muandiua
Zambézia;Morrumbala;Morrumbala;Vila de Morrumbala
Zambézia;Morrumbala;Morrumbala;Morrumbala sede
Zambézia;Morrumbala;Morrumbala;Boroma
Zambézia;Morrumbala;Chire;Chire sede
Zambézia;Morrumbala;Chire;Gorro
Zambézia;Morrumbala;Chire;Chilomo
Zambézia;Morrumbala;Derre;Derre sede
Zambézia;Morrumbala;Derre;Guerissa
Zambézia;Morrumbala;Derre;Machindo
Zambézia;Morrumbala;Megaza;Megaza sede
Zambézia;Morrumbala;Megaza;Pinda
Zambézia;Namacurra;Namacurra;Pida
Zambézia;Namacurra;Namacurra;Malei
Zambézia;Namacurra;Namacurra;Namacurra sede
Zambézia;Namacurra;Namacurra;Vila de Namacurra
Zambézia;Namacurra;Namacurra;Mutange
Zambézia;Namacurra;Namacurra;Muebele
Zambézia;Namacurra;Macuse;Macuse sede
Zambézia;Namacurra;Macuse;Forquia
Zambézia;Namacurra;Macuse;Mbaua
Zambézia;Namacurra;Macuse;Mixixine
Zambézia;Namarroi;Namarroi;Lipali
Zambézia;Namarroi;Namarroi;Namarroi sede
Zambézia;Namarroi;Namarroi;Vila de Namorroi sede
Zambézia;Namarroi;Namarroi;Marrea
Zambézia;Namarroi;Namarroi;Muemue
Zambézia;Namarroi;Namarroi;Mudine
Zambézia;Namarroi;Regone;Regone sede
Zambézia;Namarroi;Regone;Mutalala
Zambézia;Pebane;Pebane;Vila de Pebane
Zambézia;Pebane;Pebane;Impaca
Zambézia;Pebane;Pebane;Quichanga
Zambézia;Pebane;Pebane;Magiga
Zambézia;Pebane;Pebane;Nicadine
Zambézia;Pebane;Mulela Mualama;Namanla
Zambézia;Pebane;Mulela Mualama;Mucocoro
Zambézia;Pebane;Mulela Mualama;Malema
Zambézia;Pebane;Mulela Mualama;Alto Maganha
Zambézia;Pebane;Mulela Mualama;Mulela sede
Zambézia;Pebane;Nabúri;Txalalalane
Zambézia;Pebane;Nabúri;Mihecue
Zambézia;Pebane;Nabúri;Naburi sede
Zambézia;Pebane;Nabúri;Namahipe
Zambézia;Pebane;Nabúri;Tomeia
Zambézia;Cidade de Quelimane;Cidade de Quelimane;Cidade de Quelimane
Zambézia;Nicoadala;Nicoadala;Munhonha
Zambézia;Nicoadala;Nicoadala;Nicodala sede
Zambézia;Nicoadala;Nicoadala;Nhafuba
Zambézia;Nicoadala;Nicoadala;Namacata
Zambézia;Nicoadala;Maquival;Nangoela
Zambézia;Nicoadala;Maquival;Marrongane
Zambézia;Nicoadala;Maquival;Madal
Zambézia;Nicoadala;Maquival;Ionge
Zambézia;Nicoadala;Maquival;Maquival sede
Zambézia;Inhassungue;Mucupia (Inhassunge sede?);Mucupia sede
Zambézia;Inhassungue;Mucupia (Inhassunge sede?);Chirimane
Zambézia;Inhassungue;Mucupia (Inhassunge sede?);Ilova
Zambézia;Inhassungue;Gonhane;Gonhane sede
Cidade de Maputo;Municipal KaMfumo (DU 1);Municipal KaMfumo (DU 1);Distrito Urbano nº 1 sede
Cidade de Maputo;Municipal KaMfumo (DU 1);Municipal KaMfumo (DU 1);Inhaca sede
Cidade de Maputo;Municipal KaMfumo (DU 1);Municipal KaMfumo (DU 1);Catembe sede
Cidade de Maputo;Municipal de Nhlamankulo (DU 2);Municipal de Nhlamankulo (DU 2);Distrito Urbano nº 2
Cidade de Maputo;Municipal KaMaxakeni (DU 3);Municipal KaMaxakeni (DU 3);Distrito Urbano nº 3
Cidade de Maputo;Municipal Ka Mavota (DU 4);Municipal Ka Mavota (DU 4);Distrito Urbano nº 4
Cidade de Maputo;Municipal KaMubukwana (DU 5);Municipal KaMubukwana (DU 5);Distrito Urbano nº 5
